Restriction Type,Parking Spaces,Times Of Operation,Maximum Stay,Tariff,Cashless Identifier,Nearest Machine,Road Name,Postcode,Controlled Parking Zone,Valid Parking Permits,Parking Bay Length Metres,Disclaimer,Easting,Northing,Longitude,Latitude,EPSG:27700 Well Known Text Geometry,EPSG:4326 Well Known Text Geometry,EPSG:27700 GeoJSON Geometry,EPSG:4326 GeoJSON Geometry,Unique Identifier,Spatial Accuracy,Last Uploaded,Location,Organisation URI
bus cage,,at any time,N/A,N/A,N/A,N/A,Kilburn High Road,NW6 2BY,CA-Q,N/A,21,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",524920,184280,-0.199959,51.543599,"MULTILINESTRING ((524914.64 184288.63,524912.73 184287.05,524926.35 184270.85,524928.26 184272.26))","LINESTRING (-0.20004 51.543681,-0.200068 51.543667,-0.199878 51.543518,-0.19985 51.54353)","{""type"":""MultiLineString"",""coordinates"":[[[524914.64,184288.63],[524912.73,184287.05],[524926.35,184270.85],[524928.26,184272.26]]]}","{""type"":""LineString"",""coordinates"":[[-0.20004,51.543681],[-0.200068,51.543667],[-0.199878,51.543518],[-0.19985,51.54353]]}",46043384,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.543599, -0.199959)",http://opendatacommunities.org/id/london-borough-council/camden
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Sharpleshall Street,NW1 8YL,CA-J,N/A,2.91,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527943,184062,-0.156476,51.540966,"POLYGON ((527940.94 184064.69,527941.1 184064.6,527941.95 184064.25,527943.35 184063.9,527944 184063.81,527944.01 184063.81,527945.18 184059.28,527941.56 184060.66,527940.94 184064.69))","LINESTRING (-0.15649 51.540987,-0.156479 51.540945,-0.156446 51.540942,-0.156455 51.540982)","{""type"":""Polygon"",""coordinates"":[[[527940.94,184064.69],[527941.1,184064.6],[527941.95,184064.25],[527943.35,184063.9],[527944,184063.81],[527944.01,184063.81],[527945.18,184059.28],[527941.56,184060.66],[527940.94,184064.69]]]}","{""type"":""LineString"",""coordinates"":[[-0.15649,51.540987],[-0.156479,51.540945],[-0.156446,51.540942],[-0.156455,51.540982]]}",46047828,Defined By Custodian,04/08/2023 11:00:34 PM,"(51.540966, -0.156476)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,1,mon-sat 09:00-19:00,N/A,N/A,N/A,N/A,Frognal Lane,NW3 7DG,CA-H,CA-H,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525921,185458,-0.185124,51.553966,"MULTILINESTRING ((525923.17 185457.55,525922.78 185459.5,525917.81 185458.52,525918.27 185456.42))","LINESTRING (-0.185086 51.553962,-0.185091 51.553979,-0.185163 51.553972,-0.185157 51.553953)","{""type"":""MultiLineString"",""coordinates"":[[[525923.17,185457.55],[525922.78,185459.5],[525917.81,185458.52],[525918.27,185456.42]]]}","{""type"":""LineString"",""coordinates"":[[-0.185086,51.553962],[-0.185091,51.553979],[-0.185163,51.553972],[-0.185157,51.553953]]}",46035042,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.553966, -0.185124)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,7,mon-sat 09:00-20:00,N/A,N/A,N/A,N/A,Keats Grove,NW3 2RS,CA-H,CA-H,39,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527040,185689,-0.168899,51.555787,"MULTILINESTRING ((527059.52 185692.82,527059.83 185691.17,527059.68 185691.14,527021.04 185684.69,527020.75 185684.64,527020.46 185686.56))","LINESTRING (-0.16862 51.555822,-0.168616 51.555807,-0.168618 51.555807,-0.169177 51.555757,-0.169181 51.555757,-0.169185 51.555774)","{""type"":""MultiLineString"",""coordinates"":[[[527059.52,185692.82],[527059.83,185691.17],[527059.68,185691.14],[527021.04,185684.69],[527020.75,185684.64],[527020.46,185686.56]]]}","{""type"":""LineString"",""coordinates"":[[-0.16862,51.555822],[-0.168616,51.555807],[-0.168618,51.555807],[-0.169177,51.555757],[-0.169181,51.555757],[-0.169185,51.555774]]}",46049102,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.555787, -0.168899)",http://opendatacommunities.org/id/london-borough-council/camden
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Estelle Road,NW3 2JX,CA-B,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527991,185637,-0.155211,51.55511,"MULTILINESTRING ((527991.56 185633.54,527993.39 185634.5,527990.52 185640.61,527988.64 185639.64))","LINESTRING (-0.155204 51.555079,-0.155178 51.555087,-0.155217 51.555142,-0.155244 51.555134)","{""type"":""MultiLineString"",""coordinates"":[[[527991.56,185633.54],[527993.39,185634.5],[527990.52,185640.61],[527988.64,185639.64]]]}","{""type"":""LineString"",""coordinates"":[[-0.155204,51.555079],[-0.155178,51.555087],[-0.155217,51.555142],[-0.155244,51.555134]]}",46128637,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.55511, -0.155211)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,3,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,Montpelier Grove,NW5 2XG,CA-M,CA-M,15,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529367,185507,-0.135423,51.553625,"MULTILINESTRING ((529366.92 185498.95,529364.93 185499.2,529367 185514.49,529368.99 185514.23))","LINESTRING (-0.135426 51.553556,-0.135455 51.553558,-0.135419 51.553695,-0.135391 51.553693)","{""type"":""MultiLineString"",""coordinates"":[[[529366.92,185498.95],[529364.93,185499.2],[529367,185514.49],[529368.99,185514.23]]]}","{""type"":""LineString"",""coordinates"":[[-0.135426,51.553556],[-0.135455,51.553558],[-0.135419,51.553695],[-0.135391,51.553693]]}",46133366,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.553625, -0.135423)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,6,mon-fri 09:00-11:00,N/A,N/A,N/A,N/A,Rhyl Street,NW5 3HA,CA-L,CA-L,33,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528252,184837,-0.151735,51.547858,"MULTILINESTRING ((528240.7 184837.38,528240.83 184835.54,528241.03 184835.56,528241.78 184835.69,528275 184837.06,528274.81 184838.96))","LINESTRING (-0.151903 51.547867,-0.151902 51.54785,-0.151899 51.547851,-0.151888 51.547852,-0.151408 51.547856,-0.15141 51.547873)","{""type"":""MultiLineString"",""coordinates"":[[[528240.7,184837.38],[528240.83,184835.54],[528241.03,184835.56],[528241.78,184835.69],[528275,184837.06],[528274.81,184838.96]]]}","{""type"":""LineString"",""coordinates"":[[-0.151903,51.547867],[-0.151902,51.54785],[-0.151899,51.547851],[-0.151888,51.547852],[-0.151408,51.547856],[-0.15141,51.547873]]}",46045756,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.547858, -0.151735)",http://opendatacommunities.org/id/london-borough-council/camden
disabled (blue badge),2,at any time,N/A,N/A,N/A,N/A,Malet Street,WC1E 7HX,CA-E,N/A,21,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529802,181968,-0.130453,51.521722,"MULTILINESTRING ((529807.77 181961.89,529806.77 181959.17,529795.57 181975.22,529798.62 181974.85))","LINESTRING (-0.130375 51.521668,-0.13039 51.521643,-0.130546 51.52179,-0.130502 51.521786)","{""type"":""MultiLineString"",""coordinates"":[[[529807.77,181961.89],[529806.77,181959.17],[529795.57,181975.22],[529798.62,181974.85]]]}","{""type"":""LineString"",""coordinates"":[[-0.130375,51.521668],[-0.13039,51.521643],[-0.130546,51.52179],[-0.130502,51.521786]]}",46036255,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.521722, -0.130453)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,1,mon-fri 10:00-12:00,N/A,N/A,N/A,N/A,Hillfield Road,NW6 1AN,CA-P,CA-P,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525126,185323,-0.19662,51.552931,"MULTILINESTRING ((525128.66 185323.86,525127.32 185325.07,525127.09 185325.17,525123.77 185321.36,525125.2 185320))","LINESTRING (-0.196588 51.552937,-0.196607 51.552948,-0.19661 51.552949,-0.196659 51.552916,-0.196639 51.552903)","{""type"":""MultiLineString"",""coordinates"":[[[525128.66,185323.86],[525127.32,185325.07],[525127.09,185325.17],[525123.77,185321.36],[525125.2,185320]]]}","{""type"":""LineString"",""coordinates"":[[-0.196588,51.552937],[-0.196607,51.552948],[-0.19661,51.552949],[-0.196659,51.552916],[-0.196639,51.552903]]}",46130442,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.552931, -0.19662)",http://opendatacommunities.org/id/london-borough-council/camden
bus cage,,at any time,N/A,N/A,N/A,N/A,West End Lane,NW6 1XJ,CA-P,N/A,30,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525524,184830,-0.191058,51.548409,"MULTILINESTRING ((525523.29 184814.66,525526.19 184814.76,525525.64 184826.33,525525.34 184831.5,525524.48 184840.67,525521.64 184840.35,525524.48 184840.67))","LINESTRING (-0.19108 51.548273,-0.191038 51.548273,-0.191042 51.548378,-0.191045 51.548424,-0.191054 51.548507,-0.191095 51.548504,-0.191054 51.548507)","{""type"":""MultiLineString"",""coordinates"":[[[525523.29,184814.66],[525526.19,184814.76],[525525.64,184826.33],[525525.34,184831.5],[525524.48,184840.67],[525521.64,184840.35],[525524.48,184840.67]]]}","{""type"":""LineString"",""coordinates"":[[-0.19108,51.548273],[-0.191038,51.548273],[-0.191042,51.548378],[-0.191045,51.548424],[-0.191054,51.548507],[-0.191095,51.548504],[-0.191054,51.548507]]}",46044399,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.548409, -0.191058)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,17,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Parkhill Road,NW3 2YA,CA-B,CA-B,85,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527723,185215,-0.159231,51.551379,"MULTILINESTRING ((527739.5 185169.01,527741.37 185169.8,527731.4 185194.62,527723.19 185214.91,527720.65 185221.1,527717.64 185228.35,527713.29 185239.72,527709.93 185249.42,527708.05 185248.76))","LINESTRING (-0.159007 51.550961,-0.158979 51.550968,-0.159114 51.551193,-0.159225 51.551377,-0.15926 51.551433,-0.1593 51.551499,-0.159359 51.551602,-0.159404 51.55169,-0.159431 51.551685)","{""type"":""MultiLineString"",""coordinates"":[[[527739.5,185169.01],[527741.37,185169.8],[527731.4,185194.62],[527723.19,185214.91],[527720.65,185221.1],[527717.64,185228.35],[527713.29,185239.72],[527709.93,185249.42],[527708.05,185248.76]]]}","{""type"":""LineString"",""coordinates"":[[-0.159007,51.550961],[-0.158979,51.550968],[-0.159114,51.551193],[-0.159225,51.551377],[-0.15926,51.551433],[-0.1593,51.551499],[-0.159359,51.551602],[-0.159404,51.55169],[-0.159431,51.551685]]}",46134158,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.551379, -0.159231)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,2,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Park Village West,NW1 4AE,CA-G,CA-G,14,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528703,183326,-0.145785,51.534178,"MULTILINESTRING ((528698.31 183323.14,528697.69 183324.9,528697.93 183324.96,528711.24 183329.14,528712.08 183327.3))","LINESTRING (-0.14586 51.534155,-0.145868 51.534171,-0.145865 51.534171,-0.145672 51.534206,-0.14566 51.534189)","{""type"":""MultiLineString"",""coordinates"":[[[528698.31,183323.14],[528697.69,183324.9],[528697.93,183324.96],[528711.24,183329.14],[528712.08,183327.3]]]}","{""type"":""LineString"",""coordinates"":[[-0.14586,51.534155],[-0.145868,51.534171],[-0.145865,51.534171],[-0.145672,51.534206],[-0.14566,51.534189]]}",46047614,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.534178, -0.145785)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,2,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,Patshull Place,NW5 2LA,CA-M,CA-M,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529200,184762,-0.138108,51.546971,"MULTILINESTRING ((529197.86 184755.74,529199.74 184755.62,529200.96 184766.13,529200.96 184766.24,529198.96 184766.4))","LINESTRING (-0.138136 51.546915,-0.138109 51.546914,-0.138088 51.547008,-0.138088 51.547009,-0.138117 51.547011)","{""type"":""MultiLineString"",""coordinates"":[[[529197.86,184755.74],[529199.74,184755.62],[529200.96,184766.13],[529200.96,184766.24],[529198.96,184766.4]]]}","{""type"":""LineString"",""coordinates"":[[-0.138136,51.546915],[-0.138109,51.546914],[-0.138088,51.547008],[-0.138088,51.547009],[-0.138117,51.547011]]}",46048636,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.546971, -0.138108)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,6,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Antrim Road,NW3 4XT,CA-B,CA-B,30,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527574,184748,-0.16155,51.547211,"MULTILINESTRING ((527583.23 184735.76,527584.64 184737.15,527584.5 184737.29,527563.82 184758.8,527563.69 184758.92,527562.23 184757.52))","LINESTRING (-0.161416 51.547103,-0.161395 51.547115,-0.161397 51.547116,-0.161688 51.547314,-0.16169 51.547315,-0.161711 51.547303)","{""type"":""MultiLineString"",""coordinates"":[[[527583.23,184735.76],[527584.64,184737.15],[527584.5,184737.29],[527563.82,184758.8],[527563.69,184758.92],[527562.23,184757.52]]]}","{""type"":""LineString"",""coordinates"":[[-0.161416,51.547103],[-0.161395,51.547115],[-0.161397,51.547116],[-0.161688,51.547314],[-0.16169,51.547315],[-0.161711,51.547303]]}",46042357,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.547211, -0.16155)",http://opendatacommunities.org/id/london-borough-council/camden
loading,3,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,Fairfax Road,NW6 4EF,CA-K,N/A,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526347,184212,-0.179428,51.542677,"MULTILINESTRING ((526348.16 184220.64,526349.91 184220.06,526345.34 184204.24,526343.26 184204.82))","LINESTRING (-0.179403 51.542751,-0.179378 51.542745,-0.17945 51.542604,-0.17948 51.54261)","{""type"":""MultiLineString"",""coordinates"":[[[526348.16,184220.64],[526349.91,184220.06],[526345.34,184204.24],[526343.26,184204.82]]]}","{""type"":""LineString"",""coordinates"":[[-0.179403,51.542751],[-0.179378,51.542745],[-0.17945,51.542604],[-0.17948,51.54261]]}",46046712,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.542677, -0.179428)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,3,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,St Augustine's Road,NW1 9RN,CA-N,CA-N,15,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529744,184433,-0.13039,51.543889,"MULTILINESTRING ((529748.43 184437.02,529746.97 184438.29,529746.9 184438.21,529737.09 184425.97,529738.44 184424.8))","LINESTRING (-0.130318 51.543925,-0.130339 51.543937,-0.13034 51.543936,-0.130486 51.543828,-0.130467 51.543817)","{""type"":""MultiLineString"",""coordinates"":[[[529748.43,184437.02],[529746.97,184438.29],[529746.9,184438.21],[529737.09,184425.97],[529738.44,184424.8]]]}","{""type"":""LineString"",""coordinates"":[[-0.130318,51.543925],[-0.130339,51.543937],[-0.13034,51.543936],[-0.130486,51.543828],[-0.130467,51.543817]]}",46048539,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.543889, -0.13039)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,6,mon-fri 10:00-12:00,N/A,N/A,N/A,N/A,Raydon Street,N19 5TY,CA-U,CA-U,30,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528935,186740,-0.141204,51.56481,"MULTILINESTRING ((528917.14 186731.7,528916.53 186733.42,528946.31 186745.52,528946.45 186745.58,528946.57 186745.24))","LINESTRING (-0.141459 51.564737,-0.141467 51.564752,-0.141033 51.564854,-0.141031 51.564855,-0.141029 51.564852)","{""type"":""MultiLineString"",""coordinates"":[[[528917.14,186731.7],[528916.53,186733.42],[528946.31,186745.52],[528946.45,186745.58],[528946.57,186745.24]]]}","{""type"":""LineString"",""coordinates"":[[-0.141459,51.564737],[-0.141467,51.564752],[-0.141033,51.564854],[-0.141031,51.564855],[-0.141029,51.564852]]}",46045048,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.56481, -0.141204)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,6,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Fitzjohn's Avenue,NW3 5JY,CA-B,CA-B,32,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526578,184748,-0.175904,51.547435,"MULTILINESTRING ((526576.96 184731.55,526578.99 184731.57,526578.96 184731.77,526578.02 184763.33,526578.02 184763.55,526575.92 184763.47))","LINESTRING (-0.175922 51.547291,-0.175893 51.547291,-0.175893 51.547293,-0.175895 51.547577,-0.175895 51.547579,-0.175926 51.547578)","{""type"":""MultiLineString"",""coordinates"":[[[526576.96,184731.55],[526578.99,184731.57],[526578.96,184731.77],[526578.02,184763.33],[526578.02,184763.55],[526575.92,184763.47]]]}","{""type"":""LineString"",""coordinates"":[[-0.175922,51.547291],[-0.175893,51.547291],[-0.175893,51.547293],[-0.175895,51.547577],[-0.175895,51.547579],[-0.175926,51.547578]]}",46035700,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.547435, -0.175904)",http://opendatacommunities.org/id/london-borough-council/camden
