Entity,Code,Year,Working hours per worker
Israel,ISR,2000,2034.7421
Israel,ISR,2001,1998.0148
Israel,ISR,2002,2015.5543
Israel,ISR,2003,1996.878
Israel,ISR,2004,1973.2894
Israel,ISR,2005,1965.0957
Israel,ISR,2006,1951.7192
Israel,ISR,2007,1964.7948
Israel,ISR,2008,1960.6504
Israel,ISR,2009,1962.0277
Israel,ISR,2010,1956.2672
Israel,ISR,2011,1946.813
Israel,ISR,2012,1918.9104
Israel,ISR,2013,1908.5974
Israel,ISR,2014,1894.1754
Israel,ISR,2015,1895.9094
Israel,ISR,2016,1921.191
Israel,ISR,2017,1920.5325
Israel,ISR,2018,1912.8923
Israel,ISR,2019,1900.8748
Italy,ITA,1870,3000
Italy,ITA,1880,3008
Italy,ITA,1890,3006
Italy,ITA,1900,3014
Italy,ITA,1913,2953
Italy,ITA,1929,2153
Italy,ITA,1938,2162
Italy,ITA,1950,2099.5305
Italy,ITA,1951,2105.9595
Italy,ITA,1952,2112.4082
Italy,ITA,1953,2118.8767
Italy,ITA,1954,2125.3647
Italy,ITA,1955,2131.873
Italy,ITA,1956,2138.4011
Italy,ITA,1957,2144.949
Italy,ITA,1958,2151.517
Italy,ITA,1959,2158.1052
Italy,ITA,1960,2164.7136
Italy,ITA,1961,2148.0322
Italy,ITA,1962,2098.948
Italy,ITA,1963,2084.2085
Italy,ITA,1964,2078.0774
Italy,ITA,1965,2020.4868
Italy,ITA,1966,2039.122
Italy,ITA,1967,2063.5618
Italy,ITA,1968,2057.1218
Italy,ITA,1969,2056.0034
Italy,ITA,1970,2034.7423
Italy,ITA,1971,1982.4568
Italy,ITA,1972,1963.6632
Italy,ITA,1973,1947.4805
Italy,ITA,1974,1917.0176
Italy,ITA,1975,1901.5526
Italy,ITA,1976,1899.4647
Italy,ITA,1977,1864.7463
Italy,ITA,1978,1854.7401
Italy,ITA,1979,1848.2284
Italy,ITA,1980,1849.2611
Italy,ITA,1981,1852.6433
Italy,ITA,1982,1862.8739
Italy,ITA,1983,1867.6633
Italy,ITA,1984,1856.6704
Italy,ITA,1985,1850.5262
Italy,ITA,1986,1863.0144
Italy,ITA,1987,1877.6406
Italy,ITA,1988,1885.3231
Italy,ITA,1989,1873.1007
Italy,ITA,1990,1856.4014
Italy,ITA,1991,1847.4683
Italy,ITA,1992,1850.4974
Italy,ITA,1993,1850.6401
Italy,ITA,1994,1850.3268
Italy,ITA,1995,1856.2129
Italy,ITA,1996,1866.1517
Italy,ITA,1997,1859.8639
Italy,ITA,1998,1873.1329
Italy,ITA,1999,1869.878
Italy,ITA,2000,1850.198
Italy,ITA,2001,1837.6362
Italy,ITA,2002,1826.1901
Italy,ITA,2003,1815.1038
Italy,ITA,2004,1814.6156
Italy,ITA,2005,1811.1017
Italy,ITA,2006,1811.8516
Italy,ITA,2007,1817.7074
Italy,ITA,2008,1806.5394
Italy,ITA,2009,1775.1697
Italy,ITA,2010,1776.7732
Italy,ITA,2011,1772.5574
Italy,ITA,2012,1733.6423
Italy,ITA,2013,1719.0903
Italy,ITA,2014,1716.3412
Italy,ITA,2015,1717.469
Italy,ITA,2016,1721.6975
Italy,ITA,2017,1719.1593
Italy,ITA,2018,1722.3185
Italy,ITA,2019,1717.8339
Jamaica,JAM,1986,1864.8246
Jamaica,JAM,1987,1893.6748
Jamaica,JAM,1988,1914.997
Jamaica,JAM,1989,1972.9108
Jamaica,JAM,1990,1938.2228
Jamaica,JAM,1991,1947.975
Jamaica,JAM,1992,1963.4525
Jamaica,JAM,1993,1951.1327
Jamaica,JAM,1994,1958.8782
Jamaica,JAM,1995,1948.525
Jamaica,JAM,1996,1969.2648
Jamaica,JAM,1997,1963.9474
Jamaica,JAM,1998,1999.2107
Jamaica,JAM,1999,1983.4503
Jamaica,JAM,2000,1963.4492
Jamaica,JAM,2001,1970.6368
Jamaica,JAM,2002,1965.5664
Japan,JPN,1950,2030.4137
Japan,JPN,1951,2012.9907
Japan,JPN,1952,1995.7172
Japan,JPN,1953,1978.5918
Japan,JPN,1954,2008.9454
Japan,JPN,1955,2034.5164
Japan,JPN,1956,2084.9668
Japan,JPN,1957,2108.0427
Japan,JPN,1958,2133.1448
Japan,JPN,1959,2156.2446
Japan,JPN,1960,2172.899
Japan,JPN,1961,2175.3137
Japan,JPN,1962,2152.7
Japan,JPN,1963,2146.3276
Japan,JPN,1964,2153.529
Japan,JPN,1965,2135.1223
Japan,JPN,1966,2142.9473
Japan,JPN,1967,2156.571
Japan,JPN,1968,2160.34
Japan,JPN,1969,2147.0117
Japan,JPN,1970,2137.2173
Japan,JPN,1971,2129.2954
Japan,JPN,1972,2131.6648
Japan,JPN,1973,2117.5442
Japan,JPN,1974,2058.7163
Japan,JPN,1975,2030.2618
Japan,JPN,1976,2057.5
Japan,JPN,1977,2064.0063
Japan,JPN,1978,2067.9878
Japan,JPN,1979,2072.7031
Japan,JPN,1980,2073.9438
Japan,JPN,1981,2068.8276
Japan,JPN,1982,2068.6187
Japan,JPN,1983,2074.86
Japan,JPN,1984,2089.2798
Japan,JPN,1985,2076.7673
Japan,JPN,1986,2078.495
Japan,JPN,1987,2083.9683
Japan,JPN,1988,2080.4377
Japan,JPN,1989,2061.3616
Japan,JPN,1990,2028.4187
Japan,JPN,1991,2010.742
Japan,JPN,1992,1962.1306
Japan,JPN,1993,1926.7769
Japan,JPN,1994,1909.1
Japan,JPN,1995,1911.6
Japan,JPN,1996,1914.8
Japan,JPN,1997,1887.1
Japan,JPN,1998,1866.5
Japan,JPN,1999,1850.9
Japan,JPN,2000,1858.5
Japan,JPN,2001,1843.1
Japan,JPN,2002,1830.6
Japan,JPN,2003,1834.2
Japan,JPN,2004,1841.9
Japan,JPN,2005,1828.2
Japan,JPN,2006,1836.4
Japan,JPN,2007,1826.9
Japan,JPN,2008,1807.7
Japan,JPN,2009,1757.7
Japan,JPN,2010,1779.3
Japan,JPN,2011,1775.3
Japan,JPN,2012,1786.8
Japan,JPN,2013,1766.5
Japan,JPN,2014,1762.1
Japan,JPN,2015,1756.9
Japan,JPN,2016,1747.1
Japan,JPN,2017,1743.7
Japan,JPN,2018,1729
Japan,JPN,2019,1691.0852
Latvia,LVA,1995,1975.9082
Latvia,LVA,1996,1975.8959
Latvia,LVA,1997,1975.9169
Latvia,LVA,1998,1975.9045
Latvia,LVA,1999,1975.9008
Latvia,LVA,2000,1975.7949
Latvia,LVA,2001,1987.1439
Latvia,LVA,2002,1937.8738
Latvia,LVA,2003,1927.734
Latvia,LVA,2004,1878.3942
Latvia,LVA,2005,1905.5121
Latvia,LVA,2006,1906.8286
Latvia,LVA,2007,1878.2091
Latvia,LVA,2008,2002.2491
Latvia,LVA,2009,1952.2241
Latvia,LVA,2010,1935.1354
Latvia,LVA,2011,1951.8978
Latvia,LVA,2012,1934.2838
Latvia,LVA,2013,1927.7461
Latvia,LVA,2014,1938.4757
Latvia,LVA,2015,1901.7413
Latvia,LVA,2016,1902.4856
Latvia,LVA,2017,1886.51
Latvia,LVA,2018,1899.5946
Latvia,LVA,2019,1864.9758
Lithuania,LTU,1995,1729.3558
Lithuania,LTU,1996,1727.0402
Lithuania,LTU,1997,1732.694
Lithuania,LTU,1998,1779.5939
Lithuania,LTU,1999,1726.0139
Lithuania,LTU,2000,1846.2274
Lithuania,LTU,2001,1831.2194
Lithuania,LTU,2002,1802.1711
Lithuania,LTU,2003,1785.8864
Lithuania,LTU,2004,1878.5562
Lithuania,LTU,2005,1878.9719
Lithuania,LTU,2006,1874.2102
Lithuania,LTU,2007,1903.7567
Lithuania,LTU,2008,1933.5715
Lithuania,LTU,2009,1862.9437
Lithuania,LTU,2010,1921.4894
Lithuania,LTU,2011,1896.0465
Lithuania,LTU,2012,1893.8208
Lithuania,LTU,2013,1877.0928
Lithuania,LTU,2014,1868.4878
Lithuania,LTU,2015,1894.8954
Lithuania,LTU,2016,1918.818
Lithuania,LTU,2017,1876.4305
Lithuania,LTU,2018,1884.4995
Lithuania,LTU,2019,1886.0845
Luxembourg,LUX,1970,1845.8337
Luxembourg,LUX,1971,1842.3225
Luxembourg,LUX,1972,1821.7404
Luxembourg,LUX,1973,1792.4796
Luxembourg,LUX,1974,1768.9808
Luxembourg,LUX,1975,1741.3528
Luxembourg,LUX,1976,1757.8203
Luxembourg,LUX,1977,1732.7173
Luxembourg,LUX,1978,1715.1167
Luxembourg,LUX,1979,1698.5068
Luxembourg,LUX,1980,1682.2992
Luxembourg,LUX,1981,1658.0498
Luxembourg,LUX,1982,1640.4098
Luxembourg,LUX,1983,1634.7795
Luxembourg,LUX,1984,1621.1935
Luxembourg,LUX,1985,1634.8555
Luxembourg,LUX,1986,1626.6586
Luxembourg,LUX,1987,1624.8365
Luxembourg,LUX,1988,1644.8745
Luxembourg,LUX,1989,1633.9445
Luxembourg,LUX,1990,1633.9445
Luxembourg,LUX,1991,1616.6395
Luxembourg,LUX,1992,1595.6915
Luxembourg,LUX,1993,1602.0675
Luxembourg,LUX,1994,1581.1195
Luxembourg,LUX,1995,1592.6145
Luxembourg,LUX,1996,1599.5625
Luxembourg,LUX,1997,1598.037
Luxembourg,LUX,1998,1593.3136
Luxembourg,LUX,1999,1591.7571
Luxembourg,LUX,2000,1602.2155
Luxembourg,LUX,2001,1585.72
Luxembourg,LUX,2002,1580.6825
Luxembourg,LUX,2003,1578.9333
Luxembourg,LUX,2004,1577.8783
Luxembourg,LUX,2005,1549.8424
Luxembourg,LUX,2006,1552.2755
Luxembourg,LUX,2007,1566.2959
Luxembourg,LUX,2008,1566.969
Luxembourg,LUX,2009,1516.4703
Luxembourg,LUX,2010,1516.4979
Luxembourg,LUX,2011,1515.0692
Luxembourg,LUX,2012,1508.0867
Luxembourg,LUX,2013,1502.6809
Luxembourg,LUX,2014,1506.1573
Luxembourg,LUX,2015,1513.6758
Luxembourg,LUX,2016,1512.3856
Luxembourg,LUX,2017,1505.6897
Luxembourg,LUX,2018,1505.7133
Luxembourg,LUX,2019,1505.5586
Malaysia,MYS,1970,2229.7559
Malaysia,MYS,1971,2230.705
Malaysia,MYS,1972,2231.552
Malaysia,MYS,1973,2232.3188
Malaysia,MYS,1974,2233.0056
Malaysia,MYS,1975,2233.5935
Malaysia,MYS,1976,2234.5215
Malaysia,MYS,1977,2235.3315
Malaysia,MYS,1978,2236.0312
Malaysia,MYS,1979,2236.6367
Malaysia,MYS,1980,2237.1548
Malaysia,MYS,1981,2237.765
Malaysia,MYS,1982,2237.9917
Malaysia,MYS,1983,2237.7505
Malaysia,MYS,1984,2238.6614
Malaysia,MYS,1985,2238.4636
Malaysia,MYS,1986,2236.7302
Malaysia,MYS,1987,2234.9802
Malaysia,MYS,1988,2234.763
Malaysia,MYS,1989,2238.7236
Malaysia,MYS,1990,2240.6816
Malaysia,MYS,1991,2244.9285
Malaysia,MYS,1992,2248.4297
Malaysia,MYS,1993,2249.3901
Malaysia,MYS,1994,2249.0159
Malaysia,MYS,1995,2248.9043
Malaysia,MYS,1996,2250.0361
Malaysia,MYS,1997,2250.7688
Malaysia,MYS,1998,2249.4648
Malaysia,MYS,1999,2248.5645
Malaysia,MYS,2000,2247.2915
Malaysia,MYS,2001,2247.7478
Malaysia,MYS,2002,2274.4314
Malaysia,MYS,2003,2265.1
Malaysia,MYS,2004,2261.0774
Malaysia,MYS,2005,2308.5122
Malaysia,MYS,2006,2289.9543
Malaysia,MYS,2007,2266.0903
Malaysia,MYS,2008,2239.4177
Malaysia,MYS,2009,2244.5303
Malaysia,MYS,2010,2227.7622
Malaysia,MYS,2011,2225.7998
Malaysia,MYS,2012,2204.287
Malaysia,MYS,2013,2170.1194
Malaysia,MYS,2014,2180.2659
Malaysia,MYS,2015,2169.2876
Malaysia,MYS,2016,2190.468
Malaysia,MYS,2017,2197.058
Malaysia,MYS,2018,2197.058
Malaysia,MYS,2019,2197.058
Malta,MLT,1994,2258.4878
Malta,MLT,1995,2257.2898
Malta,MLT,1996,2250.3857
Malta,MLT,1997,2252.865
Malta,MLT,1998,2277.3828
Malta,MLT,1999,2254.384
Malta,MLT,2000,2251.1816
Malta,MLT,2001,2159.337
Malta,MLT,2002,2216.6877
Malta,MLT,2003,2191.6677
Malta,MLT,2004,2091.1963
Malta,MLT,2005,2157.9136
Malta,MLT,2006,2162.856
Malta,MLT,2007,2153.3037
Malta,MLT,2008,2162.9739
Malta,MLT,2009,2168.4038
Malta,MLT,2010,2110.2021
Malta,MLT,2011,2047.1711
Malta,MLT,2012,2013.1895
Malta,MLT,2013,1988.1226
Malta,MLT,2014,1943.1774
Malta,MLT,2015,1933.2285
Malta,MLT,2016,1985.7622
Malta,MLT,2017,1897.1754
Malta,MLT,2018,1913.2697
Malta,MLT,2019,1915.4167
Mexico,MEX,1950,2274.8445
Mexico,MEX,1951,2274.4216
Mexico,MEX,1952,2273.999
Mexico,MEX,1953,2273.5764
Mexico,MEX,1954,2273.1538
Mexico,MEX,1955,2272.7312
Mexico,MEX,1956,2272.3088
Mexico,MEX,1957,2271.8865
Mexico,MEX,1958,2271.4644
Mexico,MEX,1959,2271.0422
Mexico,MEX,1960,2270.62
Mexico,MEX,1961,2261.5889
Mexico,MEX,1962,2252.5935
Mexico,MEX,1963,2243.634
Mexico,MEX,1964,2234.7102
Mexico,MEX,1965,2225.8218
Mexico,MEX,1966,2216.9688
Mexico,MEX,1967,2208.1511
Mexico,MEX,1968,2199.3684
Mexico,MEX,1969,2190.6206
Mexico,MEX,1970,2181.9075
Mexico,MEX,1971,2180.146
Mexico,MEX,1972,2178.3857
Mexico,MEX,1973,2176.627
Mexico,MEX,1974,2175.115
Mexico,MEX,1975,2173.6042
Mexico,MEX,1976,2172.0945
Mexico,MEX,1977,2170.5857
Mexico,MEX,1978,2169.0781
Mexico,MEX,1979,2167.5715
Mexico,MEX,1980,2166.066
Mexico,MEX,1981,2167.0032
Mexico,MEX,1982,2167.9407
Mexico,MEX,1983,2168.8787
Mexico,MEX,1984,2169.817
Mexico,MEX,1985,2170.7556
Mexico,MEX,1986,2171.6948
Mexico,MEX,1987,2172.6345
Mexico,MEX,1988,2173.5745
Mexico,MEX,1989,2174.5146
Mexico,MEX,1990,2175.5708
Mexico,MEX,1991,2168.1401
Mexico,MEX,1992,2160.7349
Mexico,MEX,1993,2153.3547
Mexico,MEX,1994,2146
Mexico,MEX,1995,2161
Mexico,MEX,1996,2192
Mexico,MEX,1997,2241
Mexico,MEX,1998,2168
Mexico,MEX,1999,2242
Mexico,MEX,2000,2174
Mexico,MEX,2001,2146
Mexico,MEX,2002,2196
Mexico,MEX,2003,2143
Mexico,MEX,2004,2123
Mexico,MEX,2005,2105
Mexico,MEX,2006,2067
Mexico,MEX,2007,2045
Mexico,MEX,2008,2105
Mexico,MEX,2009,1973
Mexico,MEX,2010,2150
Mexico,MEX,2011,2121
Mexico,MEX,2012,2120
Mexico,MEX,2013,2136
Mexico,MEX,2014,2134
Mexico,MEX,2015,2140
Mexico,MEX,2016,2146
Mexico,MEX,2017,2148
Mexico,MEX,2018,2149
Mexico,MEX,2019,2137
Myanmar,MMR,1970,2446.7158
Myanmar,MMR,1971,2446.4272
Myanmar,MMR,1972,2446.1604
Myanmar,MMR,1973,2445.9138
Myanmar,MMR,1974,2445.0476
Myanmar,MMR,1975,2444.198
Myanmar,MMR,1976,2442.7712
Myanmar,MMR,1977,2441.4395
Myanmar,MMR,1978,2440.1946
Myanmar,MMR,1979,2439.0305
Myanmar,MMR,1980,2437.9404
Myanmar,MMR,1981,2436.8157
Myanmar,MMR,1982,2435.7341
Myanmar,MMR,1983,2434.6897
Myanmar,MMR,1984,2435.039
Myanmar,MMR,1985,2435.405
Myanmar,MMR,1986,2436.229
Myanmar,MMR,1987,2437.0496
Myanmar,MMR,1988,2437.8684
Myanmar,MMR,1989,2438.6887
Myanmar,MMR,1990,2439.5107
Myanmar,MMR,1991,2440.864
Myanmar,MMR,1992,2441.476
Myanmar,MMR,1993,2442.0808
Myanmar,MMR,1994,2442.6738
Myanmar,MMR,1995,2443.2498
Myanmar,MMR,1996,2443.6636
Myanmar,MMR,1997,2444.0112
Myanmar,MMR,1998,2444.3064
Myanmar,MMR,1999,2444.5588
Myanmar,MMR,2000,2444.775
Myanmar,MMR,2001,2444.7783
Myanmar,MMR,2002,2444.7878
Myanmar,MMR,2003,2444.793
Myanmar,MMR,2004,2444.7822
Myanmar,MMR,2005,2444.7424
Myanmar,MMR,2006,2444.4126
Myanmar,MMR,2007,2444.0632
Myanmar,MMR,2008,2443.6855
Myanmar,MMR,2009,2443.2664
Myanmar,MMR,2010,2442.7847
Myanmar,MMR,2011,2443.0708
Myanmar,MMR,2012,2443.351
Myanmar,MMR,2013,2443.6084
Myanmar,MMR,2014,2443.8052
Myanmar,MMR,2015,2445.9854
Myanmar,MMR,2016,2445.278
Myanmar,MMR,2017,2447.0576
Myanmar,MMR,2018,2447.0576
Myanmar,MMR,2019,2447.0576
Netherlands,NLD,1870,3274
Netherlands,NLD,1880,3194
Netherlands,NLD,1890,3105
Netherlands,NLD,1900,3037
Netherlands,NLD,1913,2942
Netherlands,NLD,1929,2233
Netherlands,NLD,1938,2281
Netherlands,NLD,1950,1997.1256
Netherlands,NLD,1951,1982.449
Netherlands,NLD,1952,1967.8804
Netherlands,NLD,1953,1953.4187
Netherlands,NLD,1954,1939.0634
Netherlands,NLD,1955,1924.8135
Netherlands,NLD,1956,1910.6685
Netherlands,NLD,1957,1896.6272
Netherlands,NLD,1958,1882.6892
Netherlands,NLD,1959,1868.8536
Netherlands,NLD,1960,1855.1198
Netherlands,NLD,1961,1853.4475
Netherlands,NLD,1962,1851.7766
Netherlands,NLD,1963,1850.1073
Netherlands,NLD,1964,1848.4396
Netherlands,NLD,1965,1846.7732
Netherlands,NLD,1966,1845.1084
Netherlands,NLD,1967,1843.4452
Netherlands,NLD,1968,1841.7833
Netherlands,NLD,1970,1838.4642
Netherlands,NLD,1971,1804.9253
Netherlands,NLD,1972,1803.1753
Netherlands,NLD,1973,1776.7283
Netherlands,NLD,1974,1723.1632
Netherlands,NLD,1975,1669.9843
Netherlands,NLD,1976,1654.0852
Netherlands,NLD,1977,1633.8273
Netherlands,NLD,1978,1605.2372
Netherlands,NLD,1979,1583.7712
Netherlands,NLD,1980,1580.8383
Netherlands,NLD,1981,1580.3132
Netherlands,NLD,1982,1565.7872
Netherlands,NLD,1983,1550.8422
Netherlands,NLD,1984,1542.7102
Netherlands,NLD,1985,1526.2343
Netherlands,NLD,1986,1511.2732
Netherlands,NLD,1987,1489.9781
Netherlands,NLD,1988,1486.7662
Netherlands,NLD,1989,1482.0112
Netherlands,NLD,1990,1476.1852
Netherlands,NLD,1991,1467.0712
Netherlands,NLD,1992,1473.4852
Netherlands,NLD,1993,1463.1522
Netherlands,NLD,1994,1470.7961
Netherlands,NLD,1995,1481.5582
Netherlands,NLD,1996,1496.4504
Netherlands,NLD,1997,1481.9673
Netherlands,NLD,1998,1478.7218
Netherlands,NLD,1999,1477.1741
Netherlands,NLD,2000,1464.0614
Netherlands,NLD,2001,1454.0769
Netherlands,NLD,2002,1436.3766
Netherlands,NLD,2003,1427.8278
Netherlands,NLD,2004,1447.8953
Netherlands,NLD,2005,1433.6118
Netherlands,NLD,2006,1430.4471
Netherlands,NLD,2007,1429.172
Netherlands,NLD,2008,1428.5663
Netherlands,NLD,2009,1420.0471
Netherlands,NLD,2010,1419.6334
Netherlands,NLD,2011,1420.1803
Netherlands,NLD,2012,1410.5098
Netherlands,NLD,2013,1414.699
Netherlands,NLD,2014,1425.5953
Netherlands,NLD,2015,1425.8136
Netherlands,NLD,2016,1437.3094
Netherlands,NLD,2017,1436.7656
Netherlands,NLD,2018,1436.4033
Netherlands,NLD,2019,1439.7316
New Zealand,NZL,1970,1866.5929
New Zealand,NZL,1971,1863.3785
New Zealand,NZL,1972,1848.9143
New Zealand,NZL,1973,1846.6041
New Zealand,NZL,1974,1855.0415
New Zealand,NZL,1975,1839.2715
New Zealand,NZL,1976,1836.0573
New Zealand,NZL,1977,1841.4813
New Zealand,NZL,1978,1832.6421
New Zealand,NZL,1979,1823.401
New Zealand,NZL,1980,1812.5527
New Zealand,NZL,1981,1794.4724
New Zealand,NZL,1982,1801.805
New Zealand,NZL,1983,1855.4434
New Zealand,NZL,1984,1848.9143
New Zealand,NZL,1985,1842.8876
New Zealand,NZL,1986,1836.5594
New Zealand,NZL,1987,1840.9364
New Zealand,NZL,1988,1832.2943
New Zealand,NZL,1989,1819.4994
New Zealand,NZL,1990,1808.2944
New Zealand,NZL,1991,1795.9989
New Zealand,NZL,1992,1804.7196
New Zealand,NZL,1993,1857.0074
New Zealand,NZL,1994,1851.4657
New Zealand,NZL,1995,1845.4526
New Zealand,NZL,1996,1838.873
New Zealand,NZL,1997,1823.3864
New Zealand,NZL,1998,1824.1101
New Zealand,NZL,1999,1840.1752
New Zealand,NZL,2000,1836.3623
New Zealand,NZL,2001,1820.9353
New Zealand,NZL,2002,1820.7598
New Zealand,NZL,2003,1818.1693
New Zealand,NZL,2004,1832.7631
New Zealand,NZL,2005,1812.7422
New Zealand,NZL,2006,1796.3708
New Zealand,NZL,2007,1777.8048
New Zealand,NZL,2008,1759.5819
New Zealand,NZL,2009,1741.7538
New Zealand,NZL,2010,1759.7902
New Zealand,NZL,2011,1746.3176
New Zealand,NZL,2012,1739.5579
New Zealand,NZL,2013,1756.7349
New Zealand,NZL,2014,1756.5542
New Zealand,NZL,2015,1750.8633
New Zealand,NZL,2016,1764.1296
New Zealand,NZL,2017,1752.575
New Zealand,NZL,2018,1769.085
New Zealand,NZL,2019,1778.9844
Norway,NOR,1950,2129.1875
Norway,NOR,1951,2118.4055
Norway,NOR,1952,2107.6782
Norway,NOR,1953,2097.0051
Norway,NOR,1954,2086.3862
Norway,NOR,1955,2075.821
Norway,NOR,1956,2065.3093
Norway,NOR,1957,2054.8508
Norway,NOR,1958,2044.4453
Norway,NOR,1959,2034.0925
Norway,NOR,1960,2023.7922
Norway,NOR,1961,2009.4088
Norway,NOR,1962,1995.1277
Norway,NOR,1963,1986.1271
Norway,NOR,1964,1996.1278
Norway,NOR,1965,1951.1249
Norway,NOR,1966,1952.1249
Norway,NOR,1967,1936.1239
Norway,NOR,1968,1897.1215
Norway,NOR,1969,1849.1183
Norway,NOR,1970,1835.1174
Norway,NOR,1971,1814.1161
Norway,NOR,1972,1781.114
Norway,NOR,1973,1767.113
Norway,NOR,1974,1745.1117
Norway,NOR,1975,1728.1106
Norway,NOR,1976,1674.4705
Norway,NOR,1977,1638.2864
Norway,NOR,1978,1601.8124
Norway,NOR,1979,1579.9159
Norway,NOR,1980,1580.0822
Norway,NOR,1981,1570.1976
Norway,NOR,1982,1558.7639
Norway,NOR,1983,1552.7919
Norway,NOR,1984,1548.3871
Norway,NOR,1985,1542.4227
Norway,NOR,1986,1538.4615
Norway,NOR,1987,1510.9353
Norway,NOR,1988,1513.3364
Norway,NOR,1989,1510.5973
Norway,NOR,1990,1502.4296
Norway,NOR,1991,1500.4907
Norway,NOR,1992,1510.3245
Norway,NOR,1993,1506.5886
Norway,NOR,1994,1504.5739
Norway,NOR,1995,1487.7358
Norway,NOR,1996,1482.2007
Norway,NOR,1997,1477.5382
Norway,NOR,1998,1475.7112
Norway,NOR,1999,1474.8483
Norway,NOR,2000,1456.4656
Norway,NOR,2001,1423.9829
Norway,NOR,2002,1406.8015
Norway,NOR,2003,1389.4231
Norway,NOR,2004,1404.9695
Norway,NOR,2005,1406.3848
Norway,NOR,2006,1399.6655
Norway,NOR,2007,1405.2314
Norway,NOR,2008,1406.7863
Norway,NOR,2009,1387.0841
Norway,NOR,2010,1395.3671
Norway,NOR,2011,1400.1548
Norway,NOR,2012,1396.2837
Norway,NOR,2013,1386.7217
Norway,NOR,2014,1389.3838
Norway,NOR,2015,1391.9468
Norway,NOR,2016,1394.4751
Norway,NOR,2017,1380.779
Norway,NOR,2018,1382.5215
Norway,NOR,2019,1384.0732
Pakistan,PAK,1970,2241.6816
Pakistan,PAK,1971,2239.4163
Pakistan,PAK,1972,2241.001
Pakistan,PAK,1973,2239.3914
Pakistan,PAK,1974,2237.6174
Pakistan,PAK,1975,2234.9885
Pakistan,PAK,1976,2230.0996
Pakistan,PAK,1977,2225.8164
Pakistan,PAK,1978,2222.1624
Pakistan,PAK,1979,2218.0256
Pakistan,PAK,1980,2220.1873
Pakistan,PAK,1981,2174.689
Pakistan,PAK,1982,2178.4531
Pakistan,PAK,1983,2186.1406
Pakistan,PAK,1984,2189.9128
Pakistan,PAK,1985,2206.7747
Pakistan,PAK,1986,2203.4758
Pakistan,PAK,1987,2188.149
Pakistan,PAK,1988,2202.2605
Pakistan,PAK,1989,2203.7883
Pakistan,PAK,1990,2205.6318
Pakistan,PAK,1991,2205.4634
Pakistan,PAK,1992,2191.6572
Pakistan,PAK,1993,2194.6763
Pakistan,PAK,1994,2191.8723
Pakistan,PAK,1995,2208.6287
Pakistan,PAK,1996,2206.7068
Pakistan,PAK,1997,2199.7478
Pakistan,PAK,1998,2177.5776
Pakistan,PAK,1999,2179.1953
Pakistan,PAK,2000,2186.4368
Pakistan,PAK,2001,2178.3562
Pakistan,PAK,2002,2169.9292
Pakistan,PAK,2003,2183.7307
Pakistan,PAK,2004,2176.87
Pakistan,PAK,2005,2164.001
Pakistan,PAK,2006,2131.4966
Pakistan,PAK,2007,2135.8044
Pakistan,PAK,2008,2128.708
Pakistan,PAK,2009,2109.1353
Pakistan,PAK,2010,2127.9233
Pakistan,PAK,2011,2114.8743
Pakistan,PAK,2012,2101.5022
Pakistan,PAK,2013,2088.753
Pakistan,PAK,2014,2058.524
Pakistan,PAK,2015,2026.9777
Pakistan,PAK,2016,1997.1259
Pakistan,PAK,2017,1966.9072
Pakistan,PAK,2018,1966.9072
Pakistan,PAK,2019,1966.9072
Peru,PER,1950,2508.684
Peru,PER,1951,2496.5845
Peru,PER,1952,2484.5435
Peru,PER,1953,2472.5603
Peru,PER,1954,2460.6353
Peru,PER,1955,2448.7673
Peru,PER,1956,2436.9568
Peru,PER,1957,2425.2034
Peru,PER,1958,2413.5063
Peru,PER,1959,2401.866
Peru,PER,1960,2390.2817
Peru,PER,1961,2378.7532
Peru,PER,1962,2367.2805
Peru,PER,1963,2355.863
Peru,PER,1964,2344.5005
Peru,PER,1965,2333.1929
Peru,PER,1966,2321.9397
Peru,PER,1967,2310.741
Peru,PER,1968,2299.5962
Peru,PER,1969,2288.5051
Peru,PER,1970,2277.4675
Peru,PER,1971,2266.4832
Peru,PER,1972,2255.552
Peru,PER,1973,2244.6733
Peru,PER,1974,2237.431
Peru,PER,1975,2230.2117
Peru,PER,1976,2223.0159
Peru,PER,1977,2215.8433
Peru,PER,1978,2208.6938
Peru,PER,1979,2201.5674
Peru,PER,1980,2194.464
Peru,PER,1981,2187.3835
Peru,PER,1982,2180.326
Peru,PER,1983,2173.291
Peru,PER,1984,2166.2788
Peru,PER,1985,2159.2893
Peru,PER,1986,2152.3223
Peru,PER,1987,2145.378
Peru,PER,1988,2138.4558
Peru,PER,1989,2131.556
Peru,PER,1990,2124.6785
Peru,PER,1991,2120.4773
Peru,PER,1992,2126.3252
Peru,PER,1993,2119.6294
Peru,PER,1994,2117.724
Peru,PER,1995,2117.3442
Peru,PER,1996,2112.009
Peru,PER,1997,2111.4958
Peru,PER,1998,2104.9927
Peru,PER,1999,2101.3552
Peru,PER,2000,2101.2346
Peru,PER,2001,2100.585
Peru,PER,2002,2098.308
Peru,PER,2003,2100.9211
Peru,PER,2004,2099.5396
Peru,PER,2005,2100.5693
Peru,PER,2006,2100.7646
Peru,PER,2007,2116.9822
Peru,PER,2008,2123.133
Peru,PER,2009,2123.4043
Peru,PER,2010,2132.4568
Peru,PER,2011,2132.8752
